"links","datetime","rssid","rsstopic","date","downloaded"
"https://www.rtl.de/cms/stimmzettel-zur-bundestagswahl-das-passiert-mit-ihrer-erst-und-zweitstimme-bei-der-wahl-4127247.html","2021-09-26 03:10:02","RTL_PolitikInland_2021-09-26_03_10_02","RTL_PolitikInland","2021-09-26",1
"https://www.zdf.de/nachrichten/heute-sendungen/schulstart-corona-saarland-rheinland-pfalz-video-100.html","2021-08-27 15:07:02","ZDF_2021-08-27_15_07_02","ZDF_Standard","2021-08-27",1
"https://www.n-tv.de/politik/Ampel-Sondierer-vor-harten-Entscheidungen-article22860994.html","2021-10-12 22:10:02","NTV_Standard_2021-10-12_22_10_02","NTV_Standard","2021-10-12",1
"https://www.spiegel.de/panorama/gesellschaft/weltmaennertag-mehr-als-jeder-fuenfte-mann-lebte-2020-allein-a-b9edde79-c2e9-488b-8085-51a2a8394c2f#ref=rss","2021-11-02 11:26:02","spiegel_rssschlagz_2021-11-02_11_26_02","Spiegel_Schlagzeilen","2021-11-02",1
"https://www.spiegel.de/wirtschaft/corona-krise-die-staatengemeinschaft-versagt-interview-mit-wirtschaftshistoriker-adam-tooze-a-5ae61796-a83d-4e4a-a5a9-d280b0bf9dd0#ref=rss","2021-09-25 16:26:02","spiegel_rssschlagz_2021-09-25_16_26_02","Spiegel_Schlagzeilen","2021-09-25",1
"https://www.stern.de/gesellschaft/regional/scholz-stellt-sich-fragen-beim-juso-bundeskongress-30963336.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard","2021-11-26 19:08:04","stern_rssnews_2021-11-26_19_08_04","Stern_News","2021-11-26",1
"https://www.welt.de/politik/ausland/article234108546/Tunesien-Erste-Frau-zur-Ministerpraesidentin-ernannt.html","2021-09-29 20:51:02","WELT_Politik_2021-09-29_20_51_02","WELT_Politik","2021-09-29",1
"https://www.spiegel.de/ausland/recep-tayyip-erdogan-chefberater-wir-haben-es-nicht-auf-syrische-erde-abgesehen-a-2f72b0eb-23e6-41e7-80be-7dcf04c8cb76#ref=rss","2021-10-04 11:26:02","spiegel_rssschlagz_2021-10-04_11_26_02","Spiegel_Schlagzeilen","2021-10-04",1
"https://www.welt.de/politik/ausland/article235205470/Neuseeland-setzt-Anfang-Dezember-neue-Corona-Strategie-um.html","2021-11-22 13:51:03","WELT_Politik_2021-11-22_13_51_03","WELT_Politik","2021-11-22",1
"https://www.rtl.de/cms/der-polit-rap-so-haben-sie-die-wahlprogramme-der-parteien-noch-nicht-gehoert-4832207.html","2021-09-20 03:10:02","RTL_PolitikInland_2021-09-20_03_10_02","RTL_PolitikInland","2021-09-20",1
"https://www.spiegel.de/panorama/justiz/dachau-touristen-zeigen-offenbar-hitlergruss-vor-kz-gedenkstaette-a-c354039c-de5b-42be-8a06-c591452a7522#ref=rss","2021-10-18 17:26:02","spiegel_rssschlagz_2021-10-18_17_26_02","Spiegel_Schlagzeilen","2021-10-18",1
"https://www.spiegel.de/familie/beruehrendes-vater-sohn-bild-mehmet-aslan-gelang-das-siegerfoto-beim-siena-international-photo-awards-a-aa28ebe5-dadf-4cc2-9847-a9cbe4225790#ref=rss","2021-10-27 06:00:02","spiegel_rssschlagz_2021-10-27_06_00_02","Spiegel_Schlagzeilen","2021-10-27",1
"https://www.welt.de/politik/deutschland/article235173000/Islam-in-Berlin-Aerger-um-Studie-zu-Diskriminierung-junger-Muslime.html","2021-11-21 14:03:02","WELT_News_2021-11-21_14_03_02","WELT_News","2021-11-21",1
"https://www.spiegel.de/wirtschaft/bundestagswahl-2021-deutschlands-fuenf-todsuenden-und-wie-wir-es-besser-machen-a-893478ef-be69-4b84-9835-a8baf5e54e28#ref=rss","2021-09-24 12:26:02","spiegel_rssschlagz_2021-09-24_12_26_02","Spiegel_Schlagzeilen","2021-09-24",1
"https://www.tagesschau.de/wirtschaft/20-jahre-ipod-101.html","2021-10-25 01:15:02","ARD_Ausland_2021-10-25_01_15_02","ARD_Ausland","2021-10-25",1
"https://www.welt.de/politik/deutschland/article235350816/Corona-Lage-Ministerpraesidenten-sprechen-mit-Scholz-und-Merkel-nach-Urteil-des-Verfassungsgerichts.html","2021-11-29 14:03:07","WELT_News_2021-11-29_14_03_07","WELT_News","2021-11-29",1
"https://www.spiegel.de/wissenschaft/mensch/benjamin-list-nobelpreis-fuer-chemie-geht-an-deutschen-molekuel-forscher-a-fb936e04-db74-49e4-9a97-b8a500ac3298#ref=rss","2021-10-06 12:26:02","spiegel_rssschlagz_2021-10-06_12_26_02","Spiegel_Schlagzeilen","2021-10-06",1
"https://www.welt.de/politik/deutschland/article235256256/Philipp-Amthor-muss-seinen-Fuehrerschein-abgeben.html","2021-11-24 16:51:02","WELT_Politik_2021-11-24_16_51_02","WELT_Politik","2021-11-24",1
"https://www.spiegel.de/sport/fussball/florian-kohfeldt-macht-sich-keine-sorgen-um-den-vfl-wolfsburg-a-31db22af-f1cc-4c10-93d8-71fd6d954256#ref=rss","2021-10-28 16:26:02","spiegel_rssschlagz_2021-10-28_16_26_02","Spiegel_Schlagzeilen","2021-10-28",1
"https://www.focus.de/politik/ausland/gastbeitrag-von-gabor-steingart-kein-anschluss-unter-dieser-nummer-chinas-leiser-rueckzug-ist-alarmsignal-fuer-uns_id_24412851.html","2021-11-17 23:00:02","Focus_Ausland_2021-11-17_23_00_02","Focus_Ausland","2021-11-17",1
"https://www.spiegel.de/politik/deutschland/corona-massnahmen-bekommt-deutschland-einen-freedom-day-podcast-a-53a691d8-c459-4d71-997d-0e9e62aa7615#ref=rss","2021-09-30 06:30:02","spiegel_rsspolitik_2021-09-30_06_30_02","Spiegel_Politik","2021-09-30",1
"https://www.rtl.de/cms/rebecca-reusch-rtl-spezial-und-true-crime-doku-zum-ungeloesten-vermisstenfall-4855009.html","2021-10-27 02:00:02","RTL_News_2021-10-27_02_00_02","RTL_News","2021-10-27",1
